line,movie,character,dialogue
1265,The Two Towers,SARUMAN VOICE OVER,"Together, my Lord Sauron...... we shall rule this Middle-earth."
1266,The Two Towers,SARUMAN VOICE OVER ,The Old World will burnin the fires of industry.The forests will fall.A new order will rise.We will drive the machine of warwith the sword and the spear...... and the iron fists of the Orc. We have only     to remove those who oppose us.
1267,The Two Towers,SARUMAN,I want them armed and ready to marchwithin two weeks!
1268,The Two Towers,ORC,"But, my lord, there are too many!They cannot all be armed in timewe don't have the means."
1269,The Two Towers,SARUMAN,"Build a dam, block the streamwork the furnaces night and day."
1270,The Two Towers,ORC,We don't have enough fuelto feed the fires.
1271,The Two Towers,TREEBEARD,"Hobbits?Never heard of a Hobbit before.Sounds like Orc mischief to me! ,They come with fire.They come with axes.Gnawing, biting, breakinghacking, burning! Destroyers and usurpers! Curse them!"
1272,The Two Towers,MERRY,No!You don't understand. We're Hobbits!Halflings!Shire-folk!
1273,The Two Towers,TREEBEARD,Maybe you are......and maybe you aren't.The White Wizard will know.
1274,The Two Towers,PIPPIN,The White Wizard?
1275,The Two Towers,MERRY,Saruman.
1276,The Two Towers,GOLLUM,"See? See?We've led you out.Hurry, Hobbitses. Hurry! Very lucky we find you.    ,Nice Hobbit."
1277,The Two Towers,SAM,It's a bog. He's led us into a swamp.
1278,The Two Towers,GOLLUM,"A swamp, yes, yes.Come, master. We will take youon safe paths through the mist.Come, Hobbits! Come! We go quickly. ,I found it. I did.The way through the marshes.Orcs don't use it.Orcs don't know it.They go around for miles and miles.Come quickly.Soft and quick as shadows we must be."
1279,The Two Towers,SAM,I hate this place. It's too quiet.There's been no sight nor soundof a bird for two days.
1280,The Two Towers,GOLLUM,"No, no birdses to eat.No crunchable birdses.We are famished! Yes!Famished we are, precious!"
1281,The Two Towers,FRODO,Here.
1282,The Two Towers,GOLLUM,"What does it eats?Is it tasty? ,It tries to chokes us!We can't eats Hobbit food!We must starve!"
1283,The Two Towers,SAM,"Well, starve, then. And good riddance!"
1284,The Two Towers,GOLLUM,"Oh, cruel Hobbit.It does not care if we be hungry.Does not care if we should die. ,Not like master.Master cares.Master knows.Yes.Precious.Once it takes hold of us......it never lets go."
1285,The Two Towers,FRODO,Don't touch me!
1286,The Two Towers,GANDALF,"Fly, you fools!"
1287,The Two Towers,FRODO ,No!Gandalf!
1288,The Two Towers,FRODO,Gandalf!
1289,The Two Towers,SAM,"What is it, Mr. Frodo?"
1290,The Two Towers,FRODO,Nothing.Just a dream.
1291,The Two Towers,SAM,Can you see the bottom?
1292,The Two Towers,FRODO,"No! Don't look down, Sam!Just keep going!"
1293,The Two Towers,SAM,"Catch it! Grab it, Mr. Frodo!"
1294,The Two Towers,SAM,Mr. Frodo!
1295,The Two Towers,FRODO,I think I've found the bottom.
1296,The Two Towers,SAM,Bogs and ropeand goodness knows what.It's not natural. None of it.
1297,The Two Towers,FRODO,What's in this?
1298,The Two Towers,SAM,Nothing.Just a bit of seasoning.I thought maybe if we was havinga roast chicken one night or something.
1299,The Two Towers,FRODO,Roast chicken?!
1300,The Return of the King,SAM,Back!
1301,The Return of the King,SAM,Mr Frodo!
1302,The Return of the King,SAM,"Oh no! Frodo, Mr Frodo. , Wake up. Don't leave me here     alone. Don't go where I can't follow. Wake up. Not asleep. Dead."
1303,The Return of the King,SHAGRAT,You get back you scum!
1304,The Return of the King,SHAGRAT,What's this?
1305,The Return of the King,ORC,Killed another one has she?
1306,The Return of the King,SHAGRAT,"No. , This fellow ain't dead."
1307,The Return of the King,SAM,", Not dead."
1308,The Return of the King,SHAGRAT,She jabs him with her stinger and he goes as limp as a boned fish aaa' then she has her way with them. That's how she likes to feed. Fresh blood. Get him to the Tower!
1309,The Return of the King,SAM,Samwise you fool.
1310,The Return of the King,ORC,This scum will be awake in a couple of hours.
1311,The Return of the King,SHAGRAT,Then he'll wish he'd never been born.
1312,The Return of the King,DENETHOR,"The house of his spirit crumbles., He is burning. Already burning."
1313,The Two Towers,PIPPIN,What?
1314,The Two Towers,MERRY,You remember the Old Foreston the borders of Buckland?Folk used to say there was something inthe water that made the trees grow tall......and come alive.
1315,The Two Towers,PIPPIN,Alive?
1316,The Two Towers,MERRY,Trees that could whisper......talk to each other......even move.
1317,The Two Towers,URUK-HAI,I'm starving.We ain't had nothing but maggoty breadfor three stinking days.
1318,The Two Towers,SNAGA,"Yeah!Why can't we have some meat?! ,What about them?They're fresh."
1319,The Two Towers,UGLUK,They are not for eating.
1320,The Two Towers,GRISHNAKH,What about their legs?They don't need those.
1321,The Two Towers,GRISHNAKH,They look tasty.
1322,The Two Towers,UGLUK,"Get back, scum!The prisoners go to Saruman.Alive and unspoiled."
1323,The Two Towers,GRISHNAKH,"Alive? ,Why alive?Do they give good sport?"
1324,The Two Towers,UGLUK,They have something.An Elvish weapon.The master wants it for the war.
1325,The Two Towers,PIPPIN,They think we have the Ring.
1326,The Two Towers,MERRY,Ssh!As soon as they find out we don'twe're dead.
1327,The Return of the King,GOTHMOG,Kill him.
1328,The Return of the King,FARAMIR,"They're not coming from the North!  To the river quick, quick!"
1329,The Return of the King,DAMROD,"Go,  come on!"
1330,The Return of the King,GOTHMOG,"Faster!  ,      Draw swords."
1331,The Return of the King,SOLDIER,Hold!  Hold them!
1332,The Return of the King,SOLDIER,What?
1333,The Return of the King,GANDALF,Amon D'n.
1334,The Return of the King,SOLDIER,The beacon!  The beacon of Amon D'n is lit.
1335,The Return of the King,GANDALF,Hope is kindled!
1336,The Return of the King,ARAGORN,The beacons of Minas Tirith!  The beacons are lit!
1337,The Return of the King,ARAGORN,Gondor calls for aid.
1338,The Return of the King,THEODEN,"And Rohan will answer!  Muster the Rohirrim.  ,      Assemble the army at Dunharrow,  as many men as can be found.  You have two     days. ,  On the third, we ride for Gondor' and     war."
1339,The Return of the King,EOMER,Forward!
1340,The Two Towers,MERRY,Three-foot-eight.You did something.
1341,The Two Towers,PIPPIN,"Merry, don't! Don't drink it!"
1342,The Two Towers,PIPPIN,"Merry!No, Treebeard said that youshouldn't have any."
1343,The Two Towers,MERRY,I want some!
1344,The Two Towers,PIPPIN,lt could well be dangerous!
1345,The Two Towers,PIPPIN,Give me it back. Merry!
1346,The Two Towers,PIPPIN,What's happening?!
1347,The Two Towers,MERRY,Aaagh!It's got my leg!
1348,The Two Towers,PIPPIN,Merry!
1349,The Two Towers,MERRY and PIPPIN,Help!
1350,The Two Towers,TREEBEARD,Away with you.You should not be waking.Eat earth. Dig deep. Drink water.
1351,The Two Towers,TREEBEARD,"Go to sleep.Away with you. ,Come, the forest is waking up."
1352,The Two Towers,TREEBEARD,It isn't safe.The trees have grown wildand dangerous.Anger festers in their hearts.Black are their thoughts.Strong is their hate.They will harm you if they can.There are too few of us now.Too few of us Ents left to manage them.
1353,The Return of the King,FRODO,"It's too late.  It's over.  They've taken it Sam,  they took the Ring!"
1354,The Return of the King,SAM,Begging your pardon but they haven't.
1355,The Return of the King,SAM,"I thought I'd lost you.  So I took it, only for safekeeping."
1356,The Return of the King,FRODO,"Give it to me! ,  Give me the Ring Sam.    ,  Sam!  Give me the Ring.    ,  You must understand.  The Ring is my burden.  It will destroy you Sam."
1357,The Return of the King,SAM,Come on Mr Frodo.  We'd best find you some clothes.  You can't go walking through Mordor in nowt but your skin.
1358,The Return of the King,SAM,We did it Mr Frodo.  We made it to Mordor.
1359,The Return of the King,FRODO,There are so many of them.  We'll never get through unseen.
1360,The Return of the King,FRODO,"It's Him, the Eye!"
1361,The Return of the King,SAM,"We have to go in there Mr Frodo.  There's nothing for it. ,  Come on let's just make it down the hill for starters."
1362,The Return of the King,GANDALF,"Frodo has passed beyond my sight. ,  The darkness is deepening."
1363,The Return of the King,ARAGORN,If Sauron had the Ring we would know it.
1364,The Return of the King,GANDALF,"It's only a matter of time.  He has suffered a defeat, yes, but behind the walls of Mordor our enemy is regrouping."
1365,The Return of the King,GIMLI,Let him stay there!  Let him rot!  Why should we care?
1366,The Return of the King,GANDALF,"Because 10,000 Orcs now stand between Frodo and Mount Doom."
1367,The Two Towers,SARUMAN,The Forest of Fangornlies on our doorstep. Burn it.
1368,The Two Towers,ORC,Yes.
1369,The Two Towers,WILDMAN,We will fight for you.
1370,The Two Towers,SARUMAN,Swear it.
1371,The Two Towers,WILDMAN,We will die for Saruman.
1372,The Two Towers,SARUMAN,The Horse-Men took your lands.They drove your people into the hillsto scratch a living off rocks.
1373,The Two Towers,WILDMAN,Murderers!
1374,The Two Towers,SARUMAN,Take back the lands they stole from you.Burn every village!
1375,The Two Towers,SARUMAN VOICE OVER,We have only to remove thosewho oppose us.It will begin in Rohan.Too long have these peasantsstood against you.But no more.
1376,The Two Towers,MORWEN,Eothain! Eothain!You take your sister.You'll go faster with just two.
1377,The Two Towers,MORWEN,Listen to me. You must ride to Edorasand raise the alarm. Do you understand me?
1378,The Two Towers,SAM,There are dead things!Dead faces in the water.
1379,The Two Towers,GOLLUM,"All dead. All rotten.Elves and Men and Orcses.A great battle long ago.Dead Marshes.Yes. Yes, that is their name.This way.Don't follow the lights."
1380,The Two Towers,GOLLUM,Careful now! Or Hobbits go downto join the dead ones......and light little candlesof their own.
1381,The Two Towers,SAM,Frodo!
1382,The Two Towers,FRODO,Gollum?
1383,The Two Towers,GOLLUM,Don't follow the lights.
1384,The Two Towers,FRODO,Gollum!
1385,The Two Towers,SAM,Mr. Frodo!Are you all right?
1386,The Two Towers,GOLLUM,So bright.So beautiful.
1387,The Two Towers,GOLLUM,(strokes his own palm)Our precious.
1388,The Two Towers,FRODO,What did you say?
1389,The Two Towers,GOLLUM,Master should be resting.Master needs to keep up his strength.
1390,The Two Towers,FRODO,Who are you?
1391,The Two Towers,GOLLUM,Mustn't ask us. Not its business.Gollum. Gollum.
1392,The Return of the King,SAM,It must be getting near teatime. Leastways it would be in decent places     where there is still teatime.
1393,The Return of the King,GOLLUM,We're not in decent places.
1394,The Return of the King,SAM,Mr Frodo?  What is it?
1395,The Return of the King,FRODO,It's just a feeling.  I don't think I'll be coming back.
1396,The Return of the King,SAM,Yes you will.  Of course you will.  That's just morbid thinking.  We're     going there and back again just like Mr Bilbo.  You'll see.
1397,The Return of the King,FRODO,I think these lands were once part of the Kingdom of Gondor.
1398,The Return of the King,FRODO,"Long ago, when there was a King."
1399,The Return of the King,SAM,"Mr Frodo, look!  The King has got a crown again."
1400,The Fellowship of the Ring,MERRY,What are     they eating when they can't get hobbit ?
1401,The Fellowship of the Ring,STRIDER,
1402,The Fellowship of the Ring,FRODO,Who is     she ? This woman you sing of ?
1403,The Fellowship of the Ring,STRIDER,Tis the Lady of L'thien. The Elf Maiden who gave her love     to Beren ... a mortal
1404,The Fellowship of the Ring,FRODO,What happened to her?
1405,The Fellowship of the Ring,STRIDER,She died.
1406,The Fellowship of the Ring,SARUMAN,The power of Isengard is at your command
1407,The Fellowship of the Ring,SARUMAN,Sauron.  Lord of the Earth
1408,The Fellowship of the Ring,GIMLI,Stay close young     hobbits.
1409,The Fellowship of the Ring,GALADRIEL VOICE-OVER,"Frodo! , Frodo!"
1410,The Fellowship of the Ring,GIMLI,..and are never seen again
1411,The Fellowship of the Ring,GALADRIEL VOICE-OVER,"Your coming to us , is as the footsteps of doom.     You bring great evil here! ,Ringbearer!"
1412,The Fellowship of the Ring,SAM,Mr Frodo ?
1413,The Fellowship of the Ring,GIMLI,"Well!  Here's one dwarf she won't ensnare so easily! I     have the eyes of a hawk, and ears of a fox!"
1414,The Fellowship of the Ring,GIMLI,Oh!
1415,The Fellowship of the Ring,HALDIR,"The dwarf     breathes so loud, we could have shot him in the dark."
1416,The Fellowship of the Ring,HALDIR,"Mae govannen, Legolas Thranduilion."
1417,The Two Towers,SAM,You never know.
1418,The Two Towers,FRODO,Sam. My dear Sam.
1419,The Two Towers,SAM,"It's very special, that.It's the best salt in all the Shire."
1420,The Two Towers,FRODO,It is special. It's a little bit of home.
1421,The Two Towers,FRODO,We can't leave this here for someoneto follow us down.
1422,The Two Towers,SAM,"Who's gonna follow us down hereMr. Frodo?It's a shame, really.Lady Galadriel gave me that.Real Elvish rope.    Well, there's nothing for it.It's one of my knots.Won't come free in a hurry."
1423,The Two Towers,FRODO,Real Elvish rope.
1424,The Two Towers,SAM,"Mordor. The one place in Middle-earthwe don't want to see any closer.And it's the one placewe're trying to get to.It's just where we can't get.    Let's face it, Mr. Frodo, we're lost.I don't think Gandalf meant for us tocome this way."
1425,The Two Towers,FRODO,"He didn't mean for a lot of thingsto happen, Sam......but they did."
1426,The Two Towers,SAM,"Mr. Frodo?It's the Ring, isn't it?"
1427,The Two Towers,FRODO,It's getting heavier.
1428,The Two Towers,FRODO,What food have we got left?
1429,The Two Towers,SAM,"Let me see.Oh, yes. Lovely.Lembas bread. And look!More lembas bread."
1430,The Two Towers,SAM,"I don't usually hold with foreign food.....but this Elvish stuff, it's not bad."
1431,The Two Towers,FRODO,"Nothing ever dampens your spiritsdoes it, Sam?"
1432,The Fellowship of the Ring,BILBO,"My old sword, Sting , Here, take it, take it."
1433,The Fellowship of the Ring,FRODO,Its so light!
1434,The Fellowship of the Ring,BILBO,"Yes Yes , Made by the elves you know.  The blade glows blue     when orcs are close and its times like that my lad, when you have to be     extra careful.    Here's a pretty thing. , Mithril!    ,     as light as a feather and as hard as dragon scales.  Let me see you put     it on, go on."
1435,The Fellowship of the Ring,BILBO,"My my     old ring.  Well I should... very much like to hold it again, one last     time."
1436,The Fellowship of the Ring,BILBO,"I'm sorry I brought this upon you my boy    , I'm sorry that you must carry this     burden , I'm sorry for everything"
1437,The Fellowship of the Ring,ELROND,"The Ringbearer is setting out on the quest of Mount Doom and     you who travel with him, , no oath nor bond is laid to go further than you will    , Farewell. Hold to     your purpose and may the blessings of elves , and men ,,     and all free folk , go with     you."
1438,The Fellowship of the Ring,BOROMIR,You are no elf
1439,The Fellowship of the Ring,ARAGORN,Men of the South are welcome here
1440,The Fellowship of the Ring,BOROMIR,Who are you ?
1441,The Fellowship of the Ring,ARAGORN,I'm a friend of Gandalf the Grey
1442,The Fellowship of the Ring,BOROMIR,"Then we are here on a     common purpose , friend."
1443,The Fellowship of the Ring,BOROMIR,"The shards of Narsil ,  The blade that cut the Ring from     Sauron's hand , Ah! ,Its still sharp , but no more than a broken heirloom"
1444,The Fellowship of the Ring,ARWEN,"Why do you fear the past.  You are Isildur's heir, not     Isildur himself.  You are not bound to his fate"
1445,The Return of the King,PIPPIN,"He's not dead. HE'S NOT DEAD , NO! NO! He's not dead."
1446,The Return of the King,DENETHOR,Farewell Peregrin son of Paladin.
1447,The Return of the King,PIPPIN,NO! NO!
1448,The Return of the King,DENETHOR,"I release you from my service. ,Go now and die and what way seems best to you."
1449,The Return of the King,SOLDIER,"Come on soldier, move it."
1450,The Return of the King,SOLDIER,"Hurry along there, hurry along."
1451,The Return of the King,PIPPIN,"Gandalf! , Where's     Gandalf? , GANDALF!"
1452,The Two Towers,SNAGA,Just a mouthful......a bit of the flank.
1453,The Two Towers,UGLUK,Looks like meat's back on the menuboys.
1454,The Two Towers,MERRY,Pippin.Let's go.
1455,The Two Towers,GRISHNAKH,Go on.Call for help. Squeal.No one's going to save you now.
1456,The Two Towers,MERRY,Pippin!
1457,The Two Towers,PIPPIN,Aaaaaaaagh!
1458,The Two Towers,LEGOLAS,A red sun rises.Blood has been spilled this night.
1459,The Two Towers,ARAGORN,Riders of Rohan......what news from the Mark?
1460,The Two Towers,EOMER,"What business does an Elf, a Manand a Dwarf have in the Riddermark?Speak quickly!"
1461,The Two Towers,GIMLI,"Give me your name, horse-masterand I shall give you mine."
1462,The Two Towers,EOMER,"I would cut off your head, Dwarf......if it stood but a little higherfrom the ground."
1463,The Two Towers,LEGOLAS,You would die before your stroke fell.
1464,The Two Towers,ARAGORN,"I am Aragorn, son of Arathorn.This is Gimli, son of Gloinand Legolas of the Woodland Realm.We are friends of Rohanand of Theoden, your king."
1465,The Two Towers,EOMER,"Theoden no longer recognizesfriend from foe. Not even his own kin. ,Saruman has poisoned the mindof the king......and claimed lordship over these lands.    My company are those loyal to Rohan.And for that, we are banished.The White Wizard is cunning.He walks here and there, they say......as an old man hooded and cloaked.And everywhere, his spiesslip past our nets."
1466,The Return of the King,SOLDIER,Very good sir.
1467,The Return of the King,THEODEN,Gamling.
1468,The Return of the King,GAMLING,My lord!
1469,The Return of the King,THEODEN,Make haste across the Riddermark.  Summon every able-bodied man to     Dunharrow.
1470,The Return of the King,GAMLING,I will.
1471,The Return of the King,ARAGORN,Do you ride with us?
1472,The Return of the King,EOWYN,"Just to the encampment.  It's tradition for the women of the court to     farewell the men.  ,         The men have found their captain.  They will follow you into battle.  Even     to death.  You have given us hope."
1473,The Return of the King,MERRY,"Excuse me!  , I have     a sword.  Please accept it!  , I offer you my service Theoden King."
1474,The Return of the King,THEODEN,"And gladly, I accept it.  ,      You shall be Meriadoc, esquire of Rohan."
1475,The Return of the King,GIMLI,"Horse men!  I wish I could muster an army of Dwarves, fully armed and     filthy."
1476,The Return of the King,LEGOLAS,Your kinsmen may have no need to ride to war.  I fear war already     marches on their own lands.
1477,The Return of the King,THEODEN,
1478,The Return of the King,EOMER,"Now is the hour,     Riders of Rohan.  Oaths you have taken.  Now fulfil them all, to Lord and     Land!  Hah!"
1479,The Two Towers,PIPPIN,Why are there so few of youwhen you have lived so long? Are there Ent children?
1480,The Two Towers,TREEBEARD,Bru-ra-hroom.There have been no Entingsfor a terrible long count of years.
1481,The Two Towers,MERRY,Why is that?
1482,The Two Towers,TREEBEARD,We lost the Entwives.
1483,The Two Towers,PIPPIN,"Oh, I'm sorry. How did they die?"
1484,The Two Towers,TREEBEARD,Die? No.We lost them.And now we cannot find them. I don't suppose you've seen Entwives in the Shire?
1485,The Two Towers,MERRY,"Can't say that I have. You, Pip?"
1486,The Two Towers,PIPPIN,What do they     look like?
1487,The Two Towers,TREEBEARD,I don't remember now.
1488,The Two Towers,GANDALF,"Edoras and the Golden Hall of Meduseld. There dwells Theoden,     King of Rohan...... whose mind is overthrown. Saruman's hold over King     Theoden is now very strong."
1489,The Two Towers,EOWYN,"My lord, your son......he is dead. , My lord? Uncle? Will you not go to him? Will you do     nothing?"
1490,The Two Towers,GANDALF,Be careful what you say.Do not look for welcome here.
1491,The Two Towers,GRIMA,"Oh, he must have died sometime in the night. What a tragedy     for the king......to lose his only son and heir."
1492,The Return of the King,GANDALF,I've sent him to his death.
1493,The Return of the King,ARAGORN,No.  There is still hope for Frodo.  He needs time and safe passage across the plains of    Gorgoroth.  We can give him that.
1494,The Return of the King,GIMLI,How?
1495,The Return of the King,ARAGORN,Draw out Sauron's armies.  Empty his lands.   Then we gather our full strength and march on the Black Gate.
1496,The Return of the King,EOMER,We cannot achieve victory through strength of arms.
1497,The Return of the King,ARAGORN,Not for ourselves.  But we can give Frodo his chance if we keep Sauron's eye fixed upon us.   Keep him blind to all else that moves.
1498,The Return of the King,LEGOLAS,A diversion.
1499,The Return of the King,GIMLI,"Certainty of death, small chance of success, what are we waiting for?"
1500,The Return of the King,GANDALF,Sauron will suspect a trap.  He will not take the bait.
1501,The Return of the King,ARAGORN,"Oh, I think he will."
1502,The Return of the King,ARAGORN,"Long have you hunted me.  Long have I eluded you.  No more! ,  Behold, the Sword of Elendil!"
1503,The Two Towers,EOTHAIN,"Yes, Mama."
1504,The Two Towers,FREDA,"I don't want to leave.I don't want to go, Mama."
1505,The Two Towers,MORWEN,"Freda, I will find     you there."
1506,The Two Towers,MORWEN,"Quickly! ,Go, child."
1507,The Two Towers,SARUMAN VOICE OVER,"Rohan, my lord......is ready to fall."
1508,The Two Towers,EOMER,Theodred.Find the king's son!
1509,The Two Towers,ROHAN HORSEMAN,Mordor will pay for this
1510,The Two Towers,EOMER,These Orcs are not from Mordor.
1511,The Two Towers,ROHAN HORSEMAN,"My Lord Eomer, over here!"
1512,The Two Towers,EOMER,He's alive.
1513,The Two Towers,EOWYN,Theodred.
1514,The Two Towers,EOWYN,"Your son is badly wounded, my lord."
1515,The Two Towers,EOMER,He was ambushed by Orcs.If we don't defend our countrySaruman will take it by force
1516,The Two Towers,GRIMA,That is a lie.Saruman the White has ever beenour friend and ally.
1517,The Two Towers,FRODO,Gandalf told me you wereone of the river-folk.
1518,The Two Towers,GOLLUM,Cold be heart and hand and boneCold be travellers far from home
1519,The Two Towers,FRODO,He said your life was a sad story.
1520,The Two Towers,GOLLUM,They do not see what lies aheadWhen sun has failed and moon is dead
1521,The Two Towers,FRODO,You were not so very differentfrom a Hobbit once.Were you?Smeagol.
1522,The Two Towers,GOLLUM,What did you call me?
1523,The Two Towers,FRODO,"That was your name once, wasn't it?A long time ago."
1524,The Two Towers,GOLLUM,My name.My name.Smeagol.
1525,The Two Towers,GOLLUM,Aagh!
1526,The Two Towers,SAM,Black Riders!
1527,The Two Towers,GOLLUM,Hide! Hide!
1528,The Two Towers,FRODO,Aagh!
1529,The Two Towers,FRODO,Aagh!
1530,The Two Towers,SAM,"Come on, Frodo. Come on!"
1531,The Two Towers,GOLLUM,Quick! They will see us!They will see us!
1532,The Two Towers,SAM,I thought they were dead.
1533,The Return of the King,GOLLUM,"Come on, Hobbits!  Mustn't stop now.   This way!"
1534,The Return of the King,PIPPIN,"So I imagine this is just a ceremonial position.  ,  I mean, they don't actually expect me to do any     fighting,   do they?"
1535,The Return of the King,GANDALF,You're in the service of the steward now.  You'll have to do as you are     told Peregrin Took.
1536,The Return of the King,GANDALF,Ridiculous Hobbit!  Guard of the Citadel!
1537,The Return of the King,GANDALF,Thank you.
1538,The Return of the King,PIPPIN,There's no more stars!  Is it time?
1539,The Return of the King,GANDALF,Yes.
1540,The Return of the King,PIPPIN,It's so quiet.
1541,The Return of the King,GANDALF,It's the deep breath before the plunge.
1542,The Return of the King,PIPPIN,"I don't want to be in a battle.  But waiting on the edge of one I can't     escape is even worse. , Is     there any hope Gandalf, for Frodo and Sam?"
1543,The Return of the King,GANDALF,"There never was much hope.  Just a fool's hope.  , Our enemy is ready.      His full strength's gathered.   Not only orcs, but men as well    ,  Legions of Haradrim from     the South, mercenaries from the coast ,     All will answer Mordor's call."
1544,The Return of the King,CAPTAIN,Come on!
1545,The Fellowship of the Ring,SAURON VOICE,Build     me an army worthy of Mordor
1546,The Fellowship of the Ring,ORC,What orders from Mordor my Lord? What does the Eye command?
1547,The Fellowship of the Ring,SARUMAN,We have work to do
1548,The Fellowship of the Ring,ORC,The trees are strong my Lord.  The roots go deep
1549,The Fellowship of the Ring,SARUMAN,Rip them all down
1550,The Fellowship of the Ring,STRIDER,This was the great watch tower of Amon
1551,The Fellowship of the Ring,STRIDER,"These are for you.      Keep them close, I'm going to have a look round,  Stay here"
1552,The Fellowship of the Ring,MERRY,My tomato's burst!
1553,The Fellowship of the Ring,PIPPIN,Can I have some bacon?
1554,The Fellowship of the Ring,MERRY,OK.  Want a tomato Sam ?
1555,The Fellowship of the Ring,FRODO,What are you doing ?
1556,The Fellowship of the Ring,MERRY,"Tomatoes, sausages, nice crispy bacon"
1557,The Fellowship of the Ring,SAM,Saved     some for you Mr Frodo
1558,The Fellowship of the Ring,SAM,Look Frodo.  It's Mr Bilbo's trolls
1559,The Fellowship of the Ring,SAM,He's going cold!
1560,The Fellowship of the Ring,PIPPIN,Is he going to die ?
1561,The Fellowship of the Ring,STRIDER,He's passing into the Shadow world.  He'll soon become a wraith     like them.
1562,The Fellowship of the Ring,MERRY,They're close!
1563,The Fellowship of the Ring,STRIDER,Sam! Do you know the Athelas plant ?
1564,The Fellowship of the Ring,LEGOLAS,"Govannas v'n gwennen le, Haldir o L'rien."
1565,The Fellowship of the Ring,HALDIR,"A, Aragorn in D'nedain istannen le ammen."
1566,The Fellowship of the Ring,ARAGORN,Haldir
1567,The Fellowship of the Ring,GIMLI,So much for the legendary courtesy of the Elves! Speak words     we can also understand!
1568,The Fellowship of the Ring,HALDIR,"We have not had dealings with the dwarves, since the dark     days."
1569,The Fellowship of the Ring,GIMLI,
1570,The Fellowship of the Ring,ARAGORN,That! was not so courteous!
1571,The Fellowship of the Ring,HALDIR,"You bring great evil with you ,You     can go no further!"
1572,The Fellowship of the Ring,ARAGORN,Boe ammen veriad l'n. Andelu i ven!
1573,The Fellowship of the Ring,ARAGORN,Merin le telim.
1574,The Fellowship of the Ring,HALDIR,Aragorn!
1575,The Fellowship of the Ring,ARAGORN,Andelu i ven.
1576,The Fellowship of the Ring,GANDALF,"Frodo, come and help an old man ,How's your shoulder?"
1577,The Two Towers,SAM,Those rain clouds might.
1578,The Two Towers,SAM,This looks strangely familiar.
1579,The Two Towers,FRODO,It's because we've been here before.We're going in circles.
1580,The Two Towers,SAM,What is that horrid stink?I warrant there's a nasty bog nearby. Can you smell it?
1581,The Two Towers,FRODO,Yes.....I can smell it.................We're not alone.
1582,The Two Towers,GOLLUM,"The thieves............... The thieves.The filthy little thieves.Where is it?.............Where is it?They stole it from us.............My precious.........Curse them, we hates them!It's ours, it is, and we wants it!"
1583,The Two Towers,FRODO,"This is Sting.You've seen it before......haven't you, Gollum?Release him or I'll cut your throat."
1584,The Two Towers,GOLLUM,Yessssss
1585,The Two Towers,GOLLUM,It burns!It burns us!It freezes!Nasty Elves twisted it.
1586,The Two Towers,GOLLUM,Take it off us!
1587,The Two Towers,SAM ,"Quiet, you!It's hopeless. Every Orc in Mordor'sgoing to hear this racket.    Let's just tie him up and leave him."
1588,The Two Towers,GOLLUM,No!That would kill us! Kill us!
1589,The Two Towers,SAM,It's no more than you deserve!
1590,The Two Towers,FRODO,"Maybe he does deserve to die.But now that I see him, I do pity him."
1591,The Two Towers,GOLLUM,We be nice to themif they be nice to us.Take it off us.We swears to do what you wants................We swears.
1592,The Fellowship of the Ring,SAM,"Mr Frodo ? , Frodo! Frodo!     , I thought I'd lost you"
1593,The Fellowship of the Ring,FRODO,What are you talking about ?
1594,The Fellowship of the Ring,SAM,It's just something Gandalf said.
1595,The Fellowship of the Ring,FRODO,What did he say?
1596,The Fellowship of the Ring,GANDALF,The Fellowship awaits the Ringbearer.
1597,The Fellowship of the Ring,FRODO,"Mordor, Gandalf, is it left or right ?"
1598,The Fellowship of the Ring,GANDALF,Left.
1599,The Fellowship of the Ring,GANDALF VOICEOVER,"We must hold this course west of the Misty Mountains for     forty days. If our luck holds the Gap of Rohan will still be open to us.    , and there are     road turns east to Mordor."
1600,The Fellowship of the Ring,BOROMIR,"Good, very good."
1601,The Fellowship of the Ring,ARAGORN,Move your feet
1602,The Fellowship of the Ring,MERRY,You look good Pippin
1603,The Fellowship of the Ring,PIPPIN,Thanks
1604,The Fellowship of the Ring,GIMLI,"If     anyone was to ask for my opinion, which I note that they're not, I'd say     that we were taking the long way round. Gandalf, we could pass through the     Mines of Moria.  My cousin Balin would give us a royal welcome."
1605,The Fellowship of the Ring,GANDALF,"No Gimli, I would not take the road through Moria unless I     had no other choice."
1606,The Fellowship of the Ring,PIPPIN,ARGH!
1607,The Fellowship of the Ring,BOROMIR,Sorry!
1608,The Fellowship of the Ring,MERRY,Get him!
1609,The Fellowship of the Ring,PIPPIN,"For the Shire.  Hold him, hold him down Merry!"
1610,The Fellowship of the Ring,ARAGORN,"Gentlemen, that's enough!"
1611,The Fellowship of the Ring,ARAGORN,"The same blood flows in my veins , The same weakness"
1612,The Fellowship of the Ring,ARWEN,"Your time     will come.  You will face the same evil and you will defeat it       A si i-Dh'ath '-orthor, Aragorn. ' or le a ' or nin."
1613,The Fellowship of the Ring,ARWEN,"Renech i lu i erui govannen? (,)"
1614,The Fellowship of the Ring,ARAGORN,Nauthannem i ned ol reniannen.
1615,The Fellowship of the Ring,ARWEN,"Gwenwin in enninath...U-arnech in naeth i si celich. (,) Renech i beth i     pennen?"
1616,The Fellowship of the Ring,ARAGORN,"You said you would bind yourself to     me,foresaking     the immortal life of your people"
